text	label	original_label
give you enough to feel good about 	positive	positive
unexpectedly insightful 	positive	positive
allen 's romantic comedies so pertinent and enduring 	positive	positive
is an extraordinary film , not least 	positive	positive
a doubt 	negative	negative
maudlin or 	negative	negative
with the the wisdom and humor of its subjects 	positive	positive
a party-hearty teen flick that scalds like acid . 	negative	negative
the wan , thinly sketched story 	negative	negative
provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen 	positive	positive
this romantic/comedy asks the question how much souvlaki can you take before indigestion sets in . 	negative	negative
again dazzle and delight us 	positive	positive
that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes 	positive	positive
aspires to be more than another `` best man '' clone by weaving a theme throughout this funny film 	positive	positive
impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` manhunter ' was . 	positive	positive
failure to construct a story with even a trace of dramatic interest 	negative	negative
but it also comes with the laziness and arrogance of a thing that already knows it 's won . 	negative	negative
it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni . 	negative	negative
laughed at 	positive	positive
, future lizard endeavors will need to adhere more closely to the laws of laughter 	negative	negative
a philosophical void 	negative	negative
unlikable characters and a self-conscious sense 	negative	negative
intelligence or invention 	positive	positive
hot on the hardwood proves once again that a man in drag is not in and of himself funny . 	negative	negative
hopelessly juvenile 	negative	negative
shakespearean -- both in depth and breadth -- 	positive	positive
unique directing style 	positive	positive
required to give this comic slugfest some heart 	negative	negative
feel more like a non-stop cry for attention 	negative	negative
hip hop beat 	positive	positive
feel more like literary conceits than flesh-and-blood humans 	negative	negative
no explanation 	negative	negative
funniest and 	positive	positive
a chilly , remote , emotionally distant piece ... so dull that its tagline should be 	negative	negative
starts off witty and sophisticated and you 	positive	positive
a bargain-basement european pickup 	negative	negative
, but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons 	positive	positive
shines on all the characters , as the direction is intelligently accomplished 	positive	positive
taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults 	positive	positive
lead a group of talented friends astray 	positive	positive
it 's just weirdness for the sake of weirdness , and where human nature should be ingratiating , it 's just grating . 	negative	negative
this gentle , mesmerizing portrait 	positive	positive
genial is the conceit , this is one of those rare pictures that you root for throughout , 	positive	positive
draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss 	positive	positive
spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) 	negative	negative
is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own 	negative	negative
it lacks the compassion , good-natured humor and the level of insight that made ( eyre 's ) first film something of a sleeper success . 	negative	negative
handles it in the most unexpected way 	positive	positive
those eternally devoted to the insanity of black will have an intermittently good time . 	positive	positive
obscenely bad 	negative	negative
devastatingly 	negative	negative
i do n't see the point 	negative	negative
comes off like a bad imitation of the bard 	negative	negative
that excites the imagination and tickles the funny bone 	positive	positive
one of its strengths 	positive	positive
of masterpiece 	positive	positive
into this dream hispanic role with a teeth-clenching gusto 	positive	positive
